pBrand,pCategory,pModel,pTitle,pURL,price,rDate,rRating,rText,rTitle,rURL,rUser,siteCode
Honda,lawn mower,"Model # HRR216K9VKA
Internet #203709643
Store SKU #404997",Honda 21 in. 3-in-1 Variable Speed Gas Self Propelled Mower with Auto Choke,http://www.homedepot.com/p/Honda-Honda-21-in-3-in-1-Variable-Speed-Gas-Self-Propelled-Mower-with-Auto-Choke-HRR216K9VKA/203709643,$429.00 ,28-Feb-17," 4.4
 out of
 5
",Works great love it,Works great love it...,http://www.homedepot.com/p/Honda-Honda-21-in-3-in-1-Variable-Speed-Gas-Self-Propelled-Mower-with-Auto-Choke-HRR216K9VKA/203709643,Greg,HD
Honda,lawn mower,"Model # HRR216K9VKA
Internet #203709643
Store SKU #404997",Honda 21 in. 3-in-1 Variable Speed Gas Self Propelled Mower with Auto Choke,http://www.homedepot.com/p/Honda-Honda-21-in-3-in-1-Variable-Speed-Gas-Self-Propelled-Mower-with-Auto-Choke-HRR216K9VKA/203709643,$429.00 ,24-Feb-17," 4.4
 out of
 5
"," I am a teen who own my own lawn service, so I have had to venture out and buy various types of lawn equipment. In doing so, I have discovered many things about all the big name brands and their quality. My dad owns the 2011 model of this mower, and has had wonderful luck with it, so I decided to venture out and buy another when my Toro lawn mower seized up out of the blue. I really like this mower: fuel efficiency, features, value, etc.<br>However there are a few things worth noting about overall quality vs. my dad's 2011 model of this mower. Improvements: <br>Cutting height- My dad's mower cannot cut at very tall heights; thankfully two extra cutting heights have made this mower more practical for me.<br>Ease of transport- My dad's mower required you to unscrew two plastic pieces on both sides of the handle bars to fold them down. It is a very slow process, and can be quite a pain. This mower now has two pieces that pop out and twist to the side allowing you to fold the handle bars in one second flat.<br>Mowing options- While this mower still cannot side discharge, changing from mulching to bagging is now a breeze. A single switch on the deck allows you to change from mulching to bagging without having to remove a mulching attachment. The bad:<br>Since the price-point of this mower has changed relatively little over the past 6-7 years, Honda has had to cut quality to meet inflation. This is very apparent when you are starting the mower. The Auto Choke system has changed, and takes 2-3 pulls to start (versus one pull for the 2011 model). Honda has also made the bag thinner, which allows small pieces of grass to fly out of it, and turns it a dusty-brown when some become trapped within. The wheels have below average grip, so it will occasionally struggle going up steep hills. The plastic back flap also bends and warps over a short period of time, not visually appealing, but it does not hurt the performance of the mower. While there are some negatives to the overall performance and value of this mower, it's easy enough to overlook those, and I expect to get many years of service out of this mower.","I am a teen who own my own lawn service, so I have had to venture out and buy various types of la...",http://www.homedepot.com/p/Honda-Honda-21-in-3-in-1-Variable-Speed-Gas-Self-Propelled-Mower-with-Auto-Choke-HRR216K9VKA/203709643,Bob,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","The only assembly required was putting the handle on. Easy peasy. Can be set to 3 cutting levels. I have Tall Fescue grass, and it cut through that no problem. Bag is easy to empty. Easy to use and very lightweight, which was important for me, an older woman. This will pay for itself in a month of Lawn Care Fees. Buy a bright, non green cord in recommended gauge, and give the machine 2 seconds to bring the blades up to speed. Off you go. I would purchase this again.",The only assembly required was putting the handle on. Easy peasy. Can be set to 3 cutting level...,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Janet,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,16-Feb-17," 4.4
 out of
 5
","Use a 14-gauge extension cord instead!
When you add this lawnmower to your shopping cart, Home Depot (even Amazon) will also suggest that you purchase a 100 feet 16-gauge extension cord in order to use this lawnmower if you do not yet have one. You should not buy the suggested 16-gauge extension cord just to use this lawnmower.
The manual, even the manufacture's website, said that you should use a 14-gauge extension cord instead. Why, using the 16-gauge extension cord may cause this lawnmower to under perform at lawn mowing and may cause the motor to overheat, which is an $100 investment you may not want to risk.","Use a 14-gauge extension cord instead! When you add this lawnmower to your shopping cart, Home De...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,beev,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","It is easy to operate and being a senior citizen it is easy to push around the yard, storage is a breeze and the grass catcher is so easy to operate. I recommend to young and older alike. Great lawnmower.","It is easy to operate and being a senior citizen it is easy to push around the yard, storage is ...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,David,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","Good size mower for my yard. Very easy to put together. Easy to adjust height. Very lightweight, almost too light. Great price.",Good size mower for my yard. Very easy to...,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Fred,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
","This mower is fantastic, it is easy to assemble and easy to operate in fact it is fun","This mower is fantastic, it is easy to assemble...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,TG2317,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,28-Feb-17," 4.4
 out of
 5
",I like this mowerits perfect for a little yard like mine,Electric lawn mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Gary821,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,21-Feb-17," 4.4
 out of
 5
","we have always used the gas powered lawnmowers, and they keep breaking down after a year or so, I needed something simple and small that I could keep in garage, it is so easy to use and worked great for me as I am taking over this chore now that my son is working full time.","we have always used the gas powered lawnmowers, and they keep breaking down after a year or so, ...",http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,zenaprincess,HD
Sun Joe,lawn mower,"Model # MJ401E
Internet #202554772",14 in. 12 Amp Electric Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,$94.97 ,23-Feb-17," 4.4
 out of
 5
",Good machine for the price. The machine really do the job.,My Elect Lawn Mower,http://www.homedepot.com/p/Sun-Joe-14-in-12-Amp-Electric-Lawn-Mower-MJ401E/202554772,Walterjose,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,2-Nov-16," 3.6
 out of
 5
","Great mower at a great price. Easy to assemble, pretty much ready to go right out of the box.","Great mower at a great price. Easy to assemble, pretty much ready to go right out of the box.",http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,GuyinNewEngland,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,27-Feb-17," 3.6
 out of
 5
","Horrible product! Does not work. I have had numerous problems with this lawn mower. It does not start up, seems to be a serious problem with this model. Look at the other reviews before you waste $200.00 on a giant paper weight.",Horrible product! Does not work. I have had numerous problems with this lawn mower. It does not s...,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Mike,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,25-Feb-17," 3.6
 out of
 5
",Last only one season. Cannot start after winter. Disappointed for the price paid.,Last only one season. Cannot start after winter. Disappointed for the price paid.,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,zhen,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,7-Feb-17," 3.6
 out of
 5
"," I've read many reviews about this mower. I bought it and after one summer it wouldn't start. I changed the air filter and spark plug but still nothing. I use regular unleaded gas that uses ethanol. Biggest problem for small engines is ethanol because it will clog up the carburetor. I watched a YouTube video on how to clean this model lawnmower carburetor. I'm not exactly mechanically inclined but I followed it step by step. It's really easy to clean one. I spent $4 on carb/choke cleaner and when I put it back together the lawnmower started up on the first pull. It runs great. If you can get ethanol free gas, buy it. I was planning on spending about $350-$400 on a new lawnmower but no need. If it stops running clean the carburetor. I hope this might help someone who might be in the situation I was in.",Please Read if engine stops working!!!!!,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Kevin,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,21-Feb-17," 3.6
 out of
 5
",Totally worth the money and would recommend to anyone on a budget,Great,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Mojo,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,15-Feb-17," 3.6
 out of
 5
","An excellant mower, didn't slow down on tall patches. Easz to manuver, rolls easy with the larg wheels.
Started on the first pull","An excellant mower, didn't slow down on tall patches. Easz to manuver, rolls easy with the larg w...",http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Gary,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,18-Feb-17," 3.6
 out of
 5
"," We read all the reviews and bought this mower anyway. It's always a hit or miss with anything right? I trust no reviews where the person has only had the products a month or two. So, after less than a year, bought in summer 2016, now it's verging on spring 2017 and the mower doesn't start. Read more reviews after changing the spark plug and it still didn't start. So, now we're out buying carb/choke cleaner to clean the carburetor after we watch a you.tube video to learn how to do it. It seems like a lot of work for something that we haven't even owned a year yet. My last mower lasted 15 years with me only adding gas, oil and cleaning the filter. Don't think I even changed the spark plug on that thing....ever. So, if you don't mind putting in mechanical time into this thing before you've even owned it a year, go ahead and buy it. Otherwise, it's a piece of junk but then I guess all these newer motors are since none of them can handle the new gasoline that we're forced to buy. You'd think if the gas changes and they modify our car/truck engines to adapt, that they would catch on when making lawn mower engines. No, apparently not. We still don't know if it will start working again, so as of right now, it doesn't start....less than a year. So, for review guideline purposes, what features stand out most? the one where it doesn't work! What do I like/dislike about it? dislike that it doesn't work! How long have I owned it, more than 6 months, less than 12 months. Does it meet my expectations? Uh, NO!",We read all the reviews and bought this mower anyway. It's always a hit or miss with anything rig...,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Disappointed,HD
Yard Machines,lawn mower,"Model # 11A-B1BE729
Internet #204686133
Store SKU #959633
Store SO SKU #639830",Yard Machines 21 in. 140cc OHV Briggs & Stratton Walk Behind Gas Push Mower,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,$229.00 ,12-Feb-17," 3.6
 out of
 5
",I only used the mower 2 times and now it doesn't start waste of money and time need my money back,Waste of money don't buy it,http://www.homedepot.com/p/Yard-Machines-Yard-Machines-21-in-140cc-OHV-Briggs-Stratton-Walk-Behind-Gas-Push-Mower-11A-B1BE729/204686133,Jay,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,17-Jan-17," 4.7
 out of
 5
","good for the price,","good for the price, ...",http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,puppy,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,20-Feb-17," 4.7
 out of
 5
","I am totally blown away by the picture quality. Replaced a 10 year Sharp Aquos 46"" LCD. It looks as though you can actually see real depth behind and around people and objects. The WIFI is very intuitive. Found the router without hesitation and synced immediately with it. No lag when streaming from internet. Picture was great out of the box. Was able to adjust sound for the TV speakers to sound pretty decent. Plays well with HULU and NETFLIX. Internet browser can be a little slow taking input. The only negative I have encountered is not being able to use a wireless mouse and keyboard with it.",Best Picture Ever,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,gcowansr,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,23-Feb-17," 4.7
 out of
 5
","great picture ,great sound for the price. Great for the price",clean Picture,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,ciscom,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,21-Feb-17," 4.7
 out of
 5
","Very nice tv with good color, however when purchased there was no tv stand in the box but other than that it's great",Awesome tv,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,Davidsonusn,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,3-Jan-17," 4.7
 out of
 5
","Well owned a J6200 from a year ago and decided to buy 3 more J6200 to finish a plan and 2 of the 3 had bad LCD screens. Send both back and where I bought them they sent 2 65 inch J6200's in place of the 2 bad 60 inch TV's. Of course I had to pay for them. The 1st 65 inch came in and wouldn't power up so had to replace that one. So finally after 6 TV's, 2 bad LCD's and 1 that didn't power up I finally got my 3 TV's after allot of hassle, time and aggravation.. Also talked to a Samsung repair guy for this area that works for a company that services Samsung TV's for Samsung and he said we have allot a problems with LCD's on the J6200 models...",Holdingurbreath,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,Holdurbreath,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,4-Feb-17," 4.7
 out of
 5
",I really miss the plasma TV's. This is a good LED TV. There are smart features it does not have the my 65 inch Samsung Plasma upstairs has. I wish it had Bluetooth capabilities to use with Samsung sound bar. The biggest complaint with the TV are the HDMI ports. It only has two!! This day and age where everything wired hooks up with HDMI it should have a minimum of 4.,Good for an LED,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,Bears66,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,20-Feb-17," 4.7
 out of
 5
","I purchased the 40"" Samsung 6200 LED TV to replace an outdated tube television in the bedroom. Wow! Beautiful picture right out of the box, sound is solid and easily heard, picture is crisp with no motion blurring. Only complaint is that it only has 2 HDMI inputs, could use 1 more (in my opinion), but for the price this is a no-brainer!",Perfect bedroom TV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,PPD52,HD
Samsung,tv,"Model # UN60J6200AF
Internet #206279783",60 in. Class LED 1080p 60Hz Smart HDTV,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,$799.00 ,6-Feb-17," 4.7
 out of
 5
","VERY GOOD TV FOR THE PRICE, PICTURES IS EXCELLENT....",TOP QUALITY,http://www.homedepot.com/p/Samsung-60-in-Class-LED-1080p-60Hz-Smart-HDTV-UN60J6200AF/206279783,SHAMROCKS81,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,28-Feb-17," 4.1
 out of
 5
",Not bad for the price but the refresh rate from video card gotta be 25 hz interlaced in order to work,Not bad for the price but the refresh rate from...,http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,Lkampy,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,11-Feb-17," 4.1
 out of
 5
","Our new tv has a great picture. I love the smart factors with no extra box or dangling cords. The slim profile of the television is a plus design wise, no bulky frame. Much nicer than the television we replaced.
We have had absolutely no problems with this television. It is simple to operate and a pleasure to use.",Our new tv has a great picture. I love the smart factors with no extra box or dangling cords. Th...,http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,ShilohsChild,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,21-Dec-16," 4.1
 out of
 5
","TV great , delivery very poor from home depot even got a request from VIZIO to evaluate the TV 5 days before it arrived , No manual supplied , I tried to down load one 67, pages printed 4 solid purple sheets so I stopped the print out , got a guru to come set it up for me as I have Dish service so all I have is the channels dish supplies , how can I get a manual I can read ?","TV great , delivery very poor from home depot even got a request from VIZIO to evaluate the TV 5 ...",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,MAC,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,27-Dec-16," 4.1
 out of
 5
",It is working great now. Had to call support to have a firmware update pushed out. Netflex would not work. They were very helpful in get it up and working. Love the TV.,It is working great now. Had to call support to have a firmware update pushed out. Netflex would ...,http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,RichardH,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,27-Dec-16," 4.1
 out of
 5
",Very happy with the product so far I haven't had any problems except for it taking a long time to get here but once it did was all good,Tv,http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,Jstar,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,1-Nov-16," 4.1
 out of
 5
",Television works as expected! Great pic and sound. Was somewhat disappointed saw advertised at Target for 399:00,"Vizio 50""",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,Rose,HD
VIZIO,tv,"Model # D50-D1
Internet #206827809","D-Series 50 in. Class Full-Array LED 1,080p 120Hz Internet Enabled Smart HDTV with Built-In Wi-Fi",http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,$459.00 ,24-Oct-16," 4.1
 out of
 5
"," There really is a lot to like about this tv... About the only thing I do not love is the new style remote.... It is very light weight to the hand... Still too new to know all the in &amp; outs of this model...but it has everything you can get on a tv but 4K. Useful USB port too... You can flash drive music,movies and photos with this port....no one broadcasts or makes much input for us to use 4 K on anyway....yet...found the guide for over the air broadcast, on this tv to be of little use.but the TV GUIDE app has everything...It is on the I pad...VIZIO also has apps....  I have figured out how to cast the I pad and I phone to the big screen on you tube, and that is very very handy...<br> This tv found the router in just a minute...and after you set your zip code and time zone bingo your watching on the Internet or live streaming broadcast, or if your hooked up cable tv... Seems the blue ray picture is supposed to be the best but I am very pleased with over air HDTV and the antenna...<br> I have a VIZIO sound bar but it does NOT fit between the set's legs.... It must have room in front of them, or under them even better... But together these two units will blow you away...yet keep you in budget really<br> This is an up grade from a VIZIO 37 inch from a few years back...another great tv...<br>But this one is almost huge in the room...remember there bigger when you get them home....",There really is a lot to like about this tv... About the only thing I do not love is the new styl...,http://www.homedepot.com/p/VIZIO-D-Series-50-in-Class-Full-Array-LED-1-080p-120Hz-Internet-Enabled-Smart-HDTV-with-Built-In-Wi-Fi-D50-D1/206827809,Jb,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,21-Sep-16," 4.7
 out of
 5
",I love this new really Smart TV. All Apps right up front.,Really Smart,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,babycheeks78218,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,20-Feb-17," 4.7
 out of
 5
","I am totally blown away by the picture quality. Replaced a 10 year Sharp Aquos 46"" LCD. It looks as though you can actually see real depth behind and around people and objects. The WIFI is very intuitive. Found the router without hesitation and synced immediately with it. No lag when streaming from internet. Picture was great out of the box. Was able to adjust sound for the TV speakers to sound pretty decent. Plays well with HULU and NETFLIX. Internet browser can be a little slow taking input. The only negative I have encountered is not being able to use a wireless mouse and keyboard with it.",Best Picture Ever,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,gcowansr,HD
